main_star_n,gap_k
135369268636,4454
135856917348,2186
135856917348,3408
135856917349,428
135856917349,1580
135856917349,4178
135856917350,2028
135856917350,4410
135856917350,4512
135856917350,4928
135856917351,1164
135856917351,2532
135856917351,3090
135856917351,3944
135856917351,4350
135856917351,4454
135856917351,4914
136520639442,2616
136520639442,3314
136520639443,1226
136520639443,1748
136520639443,1800
136520639443,2496
136520639443,2858
136520639443,3200
136520639444,3908
136520639444,4620
136520639444,4646
136520639445,1098
136520639445,3680
136520639445,3932
136520639445,4064
136520639445,4262
136669144206,930
136669144206,3120
136669144206,4028
136669144206,4164
136669144206,4640
136669144207,74
136669144207,174
136669144207,854
136669144208,516
136669144208,758
136669144208,1596
136669144208,2742
136669144208,4100
136669144209,536
136669144209,1754
136669144209,4776
136669144209,4886
136669144209,4910
136777448619,254
136777448619,1206
136777448619,1596
136777448619,3108
136777448619,3306
136777448619,3558
136777448620,378
136777448620,584
136777448620,2190
136777448620,2502
136777448620,2730
136777448620,4470
136777448621,3218
136777448622,4130
136960324515,1194
136960324515,1502
136960324515,1874
136960324515,2142
136960324515,2880
136960324515,3644
136960324516,1178
136960324516,1284
136960324516,2048
136960324517,650
136960324517,816
136960324517,1754
136960324517,2828
136960324517,3054
136960324517,3576
136960324517,3758
136960324518,1818
136960324518,3392
136960324518,4106
137498043673,92
137498043673,1052
137498043673,2088
137498043673,4520
137498043674,488
137498043674,1536
137498043674,2078
137498043674,3434
137498043675,1764
137498043675,2678
137498043675,3114
137498043675,3438
137498043675,4134
137498043676,444
137498043676,642
137498043676,950
137498043676,1320
137498043676,1572
137498043676,3990
137498043676,4650
137498043676,4724
137764089159,1898
137764089159,4116
137764089160,608
137764089160,1374
137764089160,2300
137764089160,3654
137764089160,3800
137764089161,3378
137764089162,1398
137764089162,4128
138502169745,492
138502169745,968
138502169745,1254
138502169745,2982
138502169745,4118
138502169746,504
138502169746,2772
138502169746,3684
138502169746,3962
138502169746,4122
138502169746,4844
138502169747,1020
138502169747,2268
138502169747,2936
138502169747,3624
138502169747,3846
138502169748,716
138502169748,2582
138502169748,3248
138538877147,3420
138538877148,396
138538877148,572
138538877148,1742
138538877148,1808
138538877148,3122
138538877148,4752
138538877148,4826
138538877149,1064
138538877149,1994
138538877149,2208
138538877149,3216
138538877149,3974
138538877149,4496
138538877149,4548
138538877150,764
138538877150,2970
138538877150,3822
138538877150,4412
138840302974,1358
138840302974,2370
138840302974,2438
138840302974,3788
138840302974,4268
138840302974,4706
138840302975,1022
138840302975,1784
138840302975,2358
138840302975,3188
138840302975,3674
138840302975,4238
138840302976,3390
138840302976,4818
138840302977,1988
138840302977,3024
138879014824,146
138879014824,1094
138879014824,2126
138879014825,264
138879014825,494
138879014825,600
138879014825,1560
138879014825,3080
138879014825,3440
138879014825,4032
138879014826,428
138879014826,1688
138879014826,3182
138879014826,4908
138879014826,4914
138879014827,2670
138879014827,3114
138879014827,3854
138879014827,4550
139069987737,14
139069987737,494
139069987737,1316
139069987737,1388
139069987737,2226
139069987737,3668
139069987737,4248
139069987737,4940
139069987738,228
139069987738,836
139069987738,1302
139069987738,1428
139069987738,1566
139069987738,1608
139069987738,3038
139069987738,3170
139069987738,3722
139069987738,4730
139069987739,350
139069987739,554
139069987739,674
139069987739,2754
139069987739,3188
139069987739,3834
139069987740,1494
139069987740,2270
139069987740,4058
139263995829,830
139263995830,1862
139263995830,2252
139263995830,2568
139263995830,4482
139263995830,4610
139263995831,554
139263995831,1314
139263995831,3974
139263995831,4394
139263995831,4778
139263995832,1460
139263995832,2288
139263995832,3266
139263995832,3950
139809040646,842
139809040646,882
139809040646,902
139809040646,1712
139809040646,1950
139809040646,2588
139809040646,3578
139809040646,4562
139809040647,224
139809040647,1148
139809040647,4868
139809040647,4926
139809040648,2028
139809040648,2912
139809040649,158
139809040649,858
139809040649,930
139809040649,4064
139809040649,4934
139920215482,636
139920215482,1496
139920215482,3696
139920215483,338
139920215483,390
139920215483,1028
139920215483,1062
139920215483,1346
139920215483,1670
139920215483,3848
139920215484,858
139920215484,1518
139920215484,1788
139920215484,1850
139920215484,2736
139920215484,2918
139920215484,4790
140277314588,1256
140277314588,2550
140277314588,2652
140277314589,1484
140277314589,1566
140277314589,2504
140277314589,2756
140277314589,3116
140277314589,4128
140277314590,1220
140277314590,1722
140277314590,1854
140277314590,3390
140277314591,2910
140277314591,4944
141239633209,1344
141239633209,2358
141239633209,2568
141239633209,4380
141239633210,1722
141239633211,1818
141239633211,1874
141239633211,2144
141239633211,3848
141239633211,4458
141239633212,776
141239633212,1110
141239633212,1544
141239633212,2490
141239633212,3336
141412916884,2606
141412916884,3266
141412916884,3990
141412916884,4058
141412916884,4920
141412916885,1848
141412916885,2340
141412916885,4002
141412916885,4632
141412916886,80
141412916886,152
141412916886,684
141412916886,1038
141412916886,3380
141412916886,3842
141412916886,4020
141412916886,4874
141412916887,860
141412916887,1158
141412916887,1916
141412916887,2606
141412916887,3018
141412916887,3746
142267185460,998
142267185460,2508
142267185460,2600
142267185460,3740
142267185460,4134
142267185461,1278
142267185461,2538
142267185461,4170
142267185461,4190
142267185462,1196
142267185462,1350
142267185462,2496
142267185462,3786
142267185462,3836
142267185462,4338
142267185463,366
142267185463,558
142679836174,2268
142679836174,2828
142679836174,3176
142679836174,3588
142679836175,8
142679836175,2730
142679836175,2744
142679836175,4934
142679836176,798
142679836176,1020
142679836176,4350
142679836176,4692
142679836177,54
142679836177,2760
142679836177,3788
142679836177,3804
142679836177,3926
143291512168,230
143291512168,510
143291512168,818
143291512168,1190
143291512168,2600
143291512169,780
143291512169,1188
143291512169,4860
143291512170,230
143291512171,378
143291512171,3822
143460712621,578
143460712621,900
143460712621,1208
143460712621,1448
143460712621,1602
143460712621,3528
143460712621,4008
143460712621,4362
143460712621,4974
143460712622,90
143460712622,2448
143460712622,3080
143460712622,4074
143460712623,1988
143460712623,2582
143460712623,3426
143460712623,3740
143460712624,186
143460712624,1934
143460712624,2550
143522131581,308
143522131581,2454
143522131581,2690
143522131581,2898
143522131581,3518
143522131581,3644
143522131581,3854
143522131581,4164
143522131581,4188
143522131582,1664
143522131582,3080
143522131582,3318
143522131582,4644
143522131583,182
143522131583,338
143522131583,2166
143522131583,3920
143522131583,4056
143522131583,4910
143522131584,84
143522131584,1820
143522131584,1836
143522131584,2064
143649897765,668
143649897765,1812
143649897765,2702
143649897765,2778
143649897766,224
143649897766,2184
143649897766,2448
143649897766,2618
143649897766,3962
143649897766,4928
143649897767,206
143649897767,966
143649897767,1776
143649897767,1908
143649897767,2540
143649897767,3210
143649897768,20
143649897768,312
143649897768,876
143649897768,3332
143649897768,4046
143649897768,4838
143701365982,1140
143701365982,1400
143701365982,1460
143701365982,4250
143701365983,4160
143701365984,774
143701365984,2030
143701365984,4706
143701365985,1698
143701365985,3120
144124781467,420
144124781467,1136
144124781467,1146
144124781467,3470
144124781467,4638
144124781468,68
144124781468,558
144124781468,1920
144124781468,2720
144124781468,3990
144124781468,4338
144124781469,3230
144124781469,3426
144124781470,38
144124781470,1022
144136146365,458
144136146365,1754
144136146365,2282
144136146365,2312
144136146365,3110
144136146365,3608
144136146365,4512
144136146366,702
144136146366,3740
144136146367,140
144136146367,210
144136146367,474
144136146367,1080
144136146367,1838
144136146367,2894
144136146367,3836
144136146367,4170
144136146368,1232
144136146368,1920
144136146368,4562
144267384750,3528
144267384751,240
144267384751,380
144267384751,950
144267384751,2124
144267384751,2504
144267384752,1866
144267384752,2300
144267384752,4338
144267384752,4958
144267384753,3138
144659569462,720
144659569462,1370
144659569462,1386
144659569462,2646
144659569462,3128
144659569462,3386
144659569462,4506
144659569463,2288
144659569464,224
144659569464,1224
144659569464,1758
144659569464,2750
144659569464,4536
144659569465,38
144659569465,258
144659569465,980
144659569465,1370
144659569465,2154
144659569465,4608
144845521110,2474
144845521110,2522
144845521110,3174
144845521110,3630
144845521111,2658
144845521111,3174
144845521111,3704
144845521112,840
144845521112,948
144845521112,1640
144845521112,2060
144845521112,2880
144845521112,4146
144845521113,2232
144845521113,2636
144845521113,4418
144920834326,3938
144920834326,4590
144920834327,2298
144920834327,2538
144920834327,3756
144920834327,4154
144920834327,4280
144920834328,110
144920834328,740
144920834328,1598
144920834328,2268
144920834328,4032
144920834329,606
144920834329,864
144920834329,2798
145179052957,1440
145179052957,2376
145179052957,2928
145179052957,3896
145179052958,1160
145179052958,2190
145179052958,2966
145179052958,3158
145179052958,3180
145179052958,4650
145179052959,1476
145179052959,1704
145179052959,2246
145179052959,3860
145179052960,348
145179052960,1632
145179052960,2372
145179052960,3362
145179052960,3722
145179052960,4910
145406067723,1392
145406067723,3140
145406067723,3596
145406067723,3602
145406067723,4206
145406067725,2498
145406067725,2528
145406067725,4032
145406067726,374
145406067726,2678
145512369301,1334
145512369301,2340
145512369301,2504
145512369301,3392
145512369302,756
145512369302,834
145512369302,956
145512369302,1026
145512369302,1460
145512369302,3428
145512369302,3630
145512369302,4544
145512369303,462
145512369303,1442
145512369303,2558
145512369303,3768
145512369304,68
145512369304,2016
145512369304,3066
145649931242,656
145649931242,1226
145649931242,3710
145649931242,4710
145649931243,3086
145649931244,650
145649931244,1398
145649931244,1796
145649931244,2556
145649931244,2976
145649931244,3044
145649931244,3726
145649931245,44
145649931245,1568
145649931245,3750
145893581559,506
145893581559,4538
145893581559,4898
145893581561,1998
145893581561,2012
145893581561,2678
145893581561,4634
145893581562,1988
145893581562,3084
145893581562,3756
145893581562,4104
145893581562,4416
145893581562,4734
145950274885,498
145950274885,3350
145950274885,4904
145950274886,1092
145950274886,2622
145950274887,500
145950274887,2274
145950274887,3026
145950274887,4458
145950274887,4728
145950274888,1106
145950274888,3182
145950274888,4328
145950274888,4892
146015930981,254
146015930981,498
146015930981,864
146015930982,1466
146015930982,2916
146015930982,3020
146015930982,3110
146015930983,1506
146015930983,2648
146015930983,2720
146015930983,3330
146015930984,1454
146015930984,1868
146015930984,4416
146272251918,4328
146272251918,4608
146272251919,1580
146272251919,2154
146272251919,2498
146272251919,2928
146272251920,758
146272251920,974
146272251920,2712
146272251920,3110
146272251920,4068
146272251921,2744
146272251921,4140
146683678058,842
146683678058,3092
146683678059,1278
146683678059,1826
146683678059,2258
146683678059,2358
146683678059,3110
146683678059,4836
146683678060,308
146683678060,450
146683678060,1598
146683678060,1620
146683678060,3390
146683678061,884
146683678061,960
146683678061,962
146683678061,1590
146683678061,2018
146683678061,2138
146683678061,3680
146683678061,4230
146683678061,4464
147201058417,354
147201058417,488
147201058417,878
147201058417,2408
147201058417,2786
147201058417,2936
147201058417,3218
147201058418,2106
147201058418,2366
147201058418,3132
147201058419,996
147201058419,2226
147201058419,2846
147201058419,3866
147201058419,4646
147201058419,4940
147201058420,884
147201058420,3372
147201058420,3392
147201058420,3938
147201058420,4730
147336689777,110
147336689777,356
147336689777,714
147336689777,2366
147336689777,3096
147336689777,3320
147336689778,96
147336689778,1988
147336689778,3486
147336689779,1020
147336689779,1428
147336689779,2016
147336689779,2508
147336689779,3840
147336689780,1112
147336689780,1482
147336689780,2714
147336689780,2882
147336689780,4920
147358713944,168
147358713944,3170
147358713944,3386
147358713944,3458
147358713944,4058
147358713944,4608
147358713945,764
147358713946,390
147358713946,900
147358713946,1290
147358713946,1890
147358713946,4532
147451875854,138
147451875854,798
147451875854,4610
147451875855,1002
147451875855,3614
147451875855,4620
147451875856,1484
147451875856,2172
147451875856,2862
147451875856,3422
147451875856,3954
147451875856,4652
147451875857,174
147451875857,180
147451875857,566
147451875857,2934
147451875857,3470
147451875857,4586
147454185372,546
147454185372,3228
147454185372,4556
147454185373,102
147454185373,1358
147454185373,1880
147454185373,2660
147454185373,2760
147454185373,3350
147454185374,644
147454185374,686
147454185374,2154
147454185374,4076
147454185374,4430
147454185375,1322
147454185375,3464
147659365989,1790
147659365990,2102
147659365990,2672
147659365990,2762
147659365991,2142
147659365992,350
147659365992,774
147659365992,968
147659365992,3950
147659365992,4226
147659365992,4700
147683308082,390
147683308082,818
147683308082,1736
147683308082,2190
147683308082,4508
147683308082,4556
147683308082,4884
147683308084,26
147683308084,740
147683308084,906
147683308084,1716
147683308084,2534
147683308085,1232
147743683226,1748
147743683226,2372
147743683226,3182
147743683226,3728
147743683227,1656
147743683227,3720
147743683227,4394
147743683228,482
147743683228,1710
147743683228,1818
147743683228,4806
147743683229,684
147743683229,888
147743683229,1808
147743683229,2240
147743683229,4506
147743683227,1656
147743683227,3720
147743683227,4394
147743683228,482
147743683228,1710
147743683228,1818
147743683228,4806
147743683229,684
147743683229,888
147743683229,1808
147743683229,2240
147743683229,4506
147743683230,110
147743683230,234
147743683230,908
147743683230,1428
147743683230,2132
147743683230,2460
147743683230,3038
147891794536,474
147891794536,4238
147891794537,2498
147891794538,228
147891794538,278
147891794538,438
147891794538,522
147891794538,692
147891794538,720
147891794538,2418
147891794539,1280
147891794539,2436
147891794539,2666
147891794539,4724
148186051228,68
148186051228,210
148186051228,1440
148186051228,1500
148186051228,1718
148186051228,3078
148186051228,4872
148186051228,4902
148186051228,5000
148186051229,404
148186051229,1818
148186051229,2328
148186051229,2358
148186051229,2468
148186051229,2640
148186051229,3590
148186051229,4664
148186051230,278
148186051230,3660
148186051231,954
148186051231,1040
148186051231,1218
148186051231,1742
148186051231,1754
148186051231,3440
148186051231,4340
149012053368,1196
149012053368,1206
149012053368,2582
149012053368,3096
149012053368,4962
149012053369,2366
149012053370,152
149012053370,374
149012053370,2142
149012053370,3848
149012053370,4524
149012053371,138
149012053371,362
149012053371,1100
149012053371,1590
149012053371,1688
149012053371,3558
149210411411,158
149210411411,1860
149210411411,2510
149210411411,4038
149210411411,4512
149210411412,186
149210411412,726
149210411412,2930
149210411412,4038
149210411413,72
149210411413,446
149210411413,1020
149210411413,3446
149210411413,4262
149210411414,900
149210411414,950
149210411414,2298
149210411414,2390
149814740059,630
149814740059,1440
149814740059,4566
149814740059,4826
149814740060,954
149814740060,2708
149814740060,3414
149814740060,3500
149814740060,4130
149814740061,1290
149814740061,3134
149814740061,3414
149814740062,1686
149814740062,2714
150141352947,2154
150141352947,2880
150141352947,3240
150141352947,4478
150141352948,866
150141352948,3498
150141352948,3926
150141352948,4488
150141352949,578
150141352949,870
150141352949,1686
150141352949,3084
150141352949,4608
150141352950,212
150141352950,504
150141352950,692
150141352950,978
150141352950,1070
150141352950,1910
150141352950,2852
150141352950,3530
150281889487,2058
150281889487,2078
150281889487,2106
150281889487,3176
150281889487,3968
150281889487,4664
150281889488,476
150281889488,1908
150281889488,2502
150281889488,4716
150281889489,266
150281889489,576
150281889489,1088
150281889489,1610
150281889489,1728
150281889489,2088
150281889489,4214
150281889489,4644
150281889490,378
150281889490,1320
150281889490,4680
150281889490,4932
150297295890,32
150297295890,818
150297295891,884
150297295891,1040
150297295891,1194
150297295891,1694
150297295891,2184
150297295891,2754
150297295891,3114
150297295891,3210
150297295891,3222
150297295892,368
150297295892,1316
150297295892,2018
150297295892,2258
150297295892,3156
150297295892,4338
150297295893,2576
150297295893,2816
150616565854,624
150616565854,888
150616565854,2678
150616565854,3516
150616565855,572
150616565855,710
150616565855,1412
150616565855,3794
150616565855,4272
150616565856,1290
150616565856,2678
150616565856,3108
150616565856,4274
150616565856,4532
150616565857,3464
150616565857,4058
150652059473,548
150652059473,4610
150652059473,4782
150652059474,278
150652059474,2096
150652059474,3576
150652059474,3804
150652059474,4200
150652059474,4526
150652059474,4668
150652059475,3192
150652059475,4700
150652059476,564
150652059476,1374
150652059476,3894
150652059476,3968
150652059476,4890
150652059476,4892
150725380753,3462
150725380753,4442
150725380754,504
150725380754,1610
150725380754,2684
150725380754,3216
150725380754,3246
150725380754,4236
150725380754,4376
150725380755,3842
150915776592,966
150915776592,1860
150915776592,3926
150915776593,1070
150915776593,1110
150915776593,2292
150915776593,3096
150915776593,3216
150915776593,4982
150915776594,266
150915776594,1196
150915776594,2196
150915776594,2580
150915776594,2678
150915776595,420
150915776595,702
150915776595,728
150915776595,1194
150915776595,1334
150915776595,2588
150915776595,4424
150974614646,278
150974614646,690
150974614646,722
150974614647,1220
150974614647,2508
150974614647,3276
150974614647,4038
150974614648,1212
150974614648,1452
150974614648,3486
150974614649,2870
150974614649,2924
150974614649,3756
150974614649,3854
150974614649,3860
150974614649,4098
150974614649,4496
152162734309,468
152162734309,4256
152162734309,4844
152162734310,614
152162734310,1268
152162734310,1908
152162734310,2310
152162734311,60
152162734311,672
152162734311,732
152162734311,1092
152162734311,4374
152162734312,2000
152162734312,4154
152744506837,344
152744506837,984
152744506837,1254
152744506837,3716
152744506837,4920
152744506838,602
152744506838,620
152744506838,878
152744506838,2282
152744506838,2540
152744506838,4142
152744506838,4946
152744506839,570
152744506839,1118
152744506839,1416
152744506839,4598
152744506839,4820
152744506840,992
152744506840,1028
152744506840,4562
152789753530,762
152789753530,2894
152789753530,3812
152789753530,4038
152789753531,1640
152789753532,6
152789753532,1736
152789753532,2040
152789753532,2720
152789753532,2814
152789753532,3054
152789753532,3066
152789753532,3128
152789753532,4574
152789753532,4596
152789753533,366
152789753533,1148
152789753533,1400
152789753533,1562
152789753533,2040
152789753533,3456
152789753533,4056
152789753533,4178
152789753533,4326
152789753533,4518
152789753533,4572
152789753533,4608
152789753533,4880
152904726575,924
152904726575,1968
152904726575,2192
152904726576,2312
152904726576,3044
152904726576,4368
152904726577,2328
152904726577,4130
152904726577,4430
152904726578,672
152904726578,2112
152904726578,3852
152904726578,4922
152907331737,320
152907331737,338
152907331738,462
152907331738,1172
152907331738,2838
152907331738,2940
152907331738,4556
152907331738,4962
152907331739,108
152907331739,2198
152907331739,4386
152907331739,4470
152907331740,2192
154581742919,396
154581742919,2786
154581742920,198
154581742920,962
154581742920,2540
154581742920,3968
154581742920,4664
154581742921,1752
154581742921,3932
154581742922,1124
154581742922,1530
154581742922,3236
154581742922,3720
154581742922,3810
154581742922,4410
154581742922,4980
154813121843,2060
154813121843,3392
154813121844,336
154813121844,1194
154813121844,2180
154813121844,2268
154813121844,2684
154813121844,4074
154813121845,2094
154813121845,4404
154813121846,1952
154813121846,2292
154813121846,4658
154831214772,450
154831214773,198
154831214773,738
154831214774,206
154831214774,810
154831214774,2168
154831214774,2258
154831214774,2376
154831214775,3170
154831214775,3270
154831214775,3348
154841960289,1178
154841960289,1776
154841960289,2400
154841960289,4218
154841960290,2378
154841960290,4598
154841960290,4872
154841960291,3774
154841960292,200
154841960292,1010
154841960292,1334
154841960292,1830
154841960292,2186
154841960292,3044
154849622426,770
154849622426,2454
154849622426,3374
154849622426,3408
154849622427,6
154849622427,696
154849622427,3104
154849622427,3120
154849622427,3654
154849622428,1032
154849622428,1158
154849622428,3138
154849622428,4838
154849622429,384
154849622429,1976
154849622429,2504
154849622429,2664
154849622429,4520
154973024890,74
154973024890,672
154973024890,1314
154973024890,1578
154973024890,1742
154973024890,2328
154973024890,3764
154973024891,1668
154973024891,3074
154973024892,558
154973024892,1874
154973024892,3378
154973024892,4524
154973024893,776
154973024893,1136
154973024893,2126
154973024893,3296
155282936029,744
155282936029,2490
155282936029,2820
155282936029,3618
155282936029,3806
155282936029,4514
155282936029,4908
155282936030,2660
155282936030,2664
155282936030,3000
155282936031,1934
155282936031,2058
155282936031,3350
155282936032,1956
155282936032,2000
155282936032,2844
155282936032,3618
155282936032,3888
155282936032,4100
155282936032,4310
155413387351,150
155413387351,480
155413387351,3104
155413387352,3348
155413387352,4956
155413387353,2246
155413387353,3810
155413387353,4580
155413387354,450
155413387354,734
155413387354,1734
155413387354,3120
155413387354,3356
155413387354,3638
155413387354,3756
155413387354,4004
155413387354,4274
155413387354,4844
155710874512,2114
155710874512,4496
155710874512,4958
155710874513,450
155710874513,980
155710874514,726
155710874514,786
155710874514,2720
155710874514,2736
155710874514,2804
155710874514,3116
155710874515,1064
155710874515,2160
155710874515,3248
156051074476,4458
156051074477,294
156051074477,2240
156051074477,2604
156051074477,3374
156051074477,3456
156051074477,3470
156051074477,3494
156051074478,128
156051074478,662
156051074478,762
156051074478,3852
156051074479,1218
156051074479,2408
156051074479,2798
156051074479,3336
156526005356,812
156526005356,1118
156526005356,1214
156526005356,2880
156526005356,3288
156526005356,3594
156526005357,3444
156526005357,4214
156526005358,2160
156526005358,2606
156526005359,2784
156526005359,2826
156526005359,2978
156526005359,3780
156526005359,4566
156526005359,4856
156710480252,1694
156710480252,2486
156710480252,2610
156710480252,2886
156710480252,3626
156710480252,4548
156710480253,210
156710480253,2258
156710480253,2496
156710480253,4458
156710480253,4538
156710480254,720
156710480254,1656
156710480254,1890
156710480254,3284
156710480254,4158
156710480254,4404
156710480254,4850
156710480255,678
156710480255,1914
156710480255,2048
156710480255,2232
156710480255,4482
156773751094,536
156773751094,1106
156773751094,1568
156773751094,1766
156773751094,2876
156773751094,3144
156773751094,3644
156773751095,4098
156773751095,4910
156773751095,4938
156773751096,1290
156773751096,1874
156773751096,3038
156773751096,3270
156773751096,3894
156773751096,3972
156773751096,4994
156773751097,1680
156773751097,3416
156773751097,4044
156773751097,4410
156773751097,4806
157040804680,2522
157040804681,54
157040804681,240
157040804681,818
157040804681,1224
157040804681,1322
157040804681,2798
157040804681,2828
157040804682,3978
157040804682,4998
157040804683,452
157040804683,2316
157040804683,2888
157040804683,4650
157040804683,4680
157089567845,510
157089567845,3248
157089567846,278
157089567846,464
157089567846,620
157089567846,1188
157089567846,1998
157089567846,2930
157089567846,3488
157089567846,3692
157089567846,3822
157089567847,224
157089567847,1376
157089567847,1380
157089567847,3816
157089567847,4464
157089567847,4778
157089567848,912
157089567848,4188
157141773140,1632
157141773140,2310
157141773140,3302
157141773141,1412
157141773141,3188
157141773143,1848
157141773143,2390
157141773143,3512
157141773143,4452
157181002636,1118
157181002636,2844
157181002636,3248
157181002636,3510
157181002636,3594
157181002636,4158
157181002636,4350
157181002636,4932
157181002637,684
157181002637,1980
157181002637,2826
157181002637,3764
157181002638,1610
157181002638,3746
157181002638,4380
157181002639,2670
157181002639,3654
157181002639,4274
157181002639,4388
157181002639,4784
157452698164,4316
157452698164,4758
157452698165,1224
157452698165,4058
157452698166,60
157452698167,294
157452698167,1964
157573077060,14
157573077060,942
157573077060,1188
157573077060,3320
157573077061,644
157573077061,852
157573077061,2970
157573077062,396
157573077062,1698
157573077062,2846
157573077062,3810
157955547233,698
157955547233,1418
157955547233,1776
157955547233,4176
157955547234,884
157955547234,960
157955547234,2690
157955547234,3660
157955547234,3980
157955547234,4674
157955547236,318
157955547236,572
157955547236,1532
157955547236,4188
158361340249,1104
158361340249,2406
158361340249,2904
158361340250,1328
158361340250,4140
158361340250,4220
158361340250,4692
158361340251,770
158361340251,860
158361340251,968
158361340251,1472
158361340251,2070
158361340251,3092
158361340251,3540
158361340251,4118
158361340251,4344
158361340252,744
159293236955,1854
159293236955,2168
159293236955,3794
159293236955,4148
159293236956,500
159293236956,930
159293236956,1508
159293236956,4610
159293236957,308
159293236957,1038
159293236957,2364
159293236957,3156
159293236957,4910
159293236958,602
159293236958,2772
159293236958,3296
159293236958,3840
159293236958,3920
159293236958,4170
159293236958,4746
159293236958,4880
159430471996,188
159430471996,662
159430471996,684
159430471996,1314
159430471996,1850
159430471996,1992
159430471996,2522
159430471996,4094
159430471997,3378
159430471997,4580
159430471998,1106
159430471998,1260
159430471998,2418
159430471998,3582
159430471998,4622
159430471999,348
159430471999,450
159430471999,2426
159430471999,2624
159430471999,3126
159430471999,4716
159430471997,3378
159430471997,4580
159430471998,1106
159430471998,1260
159430471998,2418
159430471998,3582
159430471998,4622
159430471999,348
159430471999,450
159430471999,2426
159430471999,2624
159430471999,3126
159430471999,4716
159430472000,3660
159430472000,3864
160093657997,450
160093657997,506
160093657997,1910
160093657997,2046
160093657998,3450
160093657999,2378
160093658000,968
160093658000,2222
160451317777,30
160451317777,870
160451317777,2318
160451317777,2624
160451317777,4718
160451317778,1896
160451317778,4898
160451317779,1836
160451317779,4304
160451317780,24
160451317780,272
160451317780,1764
160996851395,614
160996851395,4950
160996851396,312
160996851396,1272
160996851396,1448
160996851396,2090
160996851396,3090
160996851396,3864
160996851398,690
160996851398,1490
160996851398,3026
161040444148,450
161040444148,1190
161040444148,3240
161040444148,3476
161040444149,1058
161040444149,1916
161040444149,2466
161040444150,4008
161040444150,4308
161040444150,4370
161040444151,3092
161040444151,3348
161120637287,30
161120637287,4070
161120637287,4386
161120637287,4458
161120637288,252
161120637288,1122
161120637288,2696
161120637288,3032
161120637288,3486
161120637290,2844
161120637290,3080
161120637290,4388
162101112079,1154
162101112079,3984
162101112079,4020
162101112079,4440
162101112080,3014
162101112080,3542
162101112080,3654
162101112081,134
162101112081,3512
162101112081,4362
162101112082,990
162101112082,1344
162101112082,1424
162101112082,2918
162101112082,3236
162101112082,4140
162115900784,2846
162115900784,3524
162115900784,3566
162115900784,3836
162115900784,4170
162115900785,338
162115900785,558
162115900785,2160
162115900785,3822
162115900785,4172
162115900785,4304
162115900785,4368
162115900786,1158
162115900786,3182
162115900787,786
162115900787,1424
162115900787,1518
162115900787,4326
162115900787,4550
162115900787,4896
162742040923,1280
162742040923,1476
162742040923,2742
162742040923,4428
162742040924,200
162742040924,530
162742040924,710
162742040924,1286
162742040924,4164
162742040925,144
162742040925,2594
162742040925,3078
162742040925,4958
162742040926,108
162742040926,1242
162742040926,4550
162869224963,1496
162869224963,2280
162869224963,2778
162869224963,4998
162869224964,1596
162869224964,1836
162869224964,2168
162869224964,4028
162869224964,4080
162869224964,4256
162869224965,522
162869224965,4614
162869224965,4998
162869224966,1152
162869224966,1332
162869224966,2000
162869224966,2958
162869224966,3302
163190071021,1004
163190071021,1374
163190071021,3120
163190071021,4074
163190071021,4634
163190071022,3204
163190071022,3908
163190071023,1362
163190071023,3896
163190071023,4890
163190071024,570
163190071024,2918
163190071024,3446
163190071024,3468
163190071024,4238
163850531547,1250
163850531547,1484
163850531547,2634
163850531548,2952
163850531548,3188
163850531548,3452
163850531549,96
163850531549,966
163850531549,2660
163850531549,4098
163850531550,890
163850531550,1580
163850531550,2472
163850531550,3854
164281987788,2262
164281987788,4038
164281987788,4970
164281987789,2918
164281987789,3218
164281987789,3720
164281987789,4790
164281987790,1938
164281987790,2214
164281987790,2610
164281987790,3270
164281987790,3570
164281987791,224
164281987791,1980
164281987791,2298
164281987791,3644
164527815075,822
164527815075,1064
164527815075,1830
164527815075,2312
164527815075,2330
164527815075,4368
164527815076,1700
164527815076,1898
164527815076,2450
164527815076,2792
164527815077,884
164527815077,1550
164527815077,4566
164527815077,4694
164527815078,36
164527815078,126
164527815078,152
164527815078,1136
164527815078,2226
164527815078,3390
164527815078,4998
164527815078,5000
164620045865,504
164620045865,510
164620045865,888
164620045865,1604
164620045865,3530
164620045865,4788
164620045866,494
164620045866,1290
164620045866,1670
164620045866,4308
164620045866,4934
164620045867,696
164620045867,2178
164620045867,2660
164620045868,318
164620045868,2580
164620045868,2762
164620045868,2846
164624699440,158
164624699440,362
164624699440,548
164624699440,1622
164624699441,1994
164624699441,4404
164624699442,4094
164624699443,72
164624699443,528
164624699443,576
164624699443,668
164624699443,1280
164624699443,3080
164872207262,1020
164872207262,3840
164872207263,452
164872207263,626
164872207263,948
164872207264,2844
164872207264,4166
164872207264,4674
164872207265,642
164872207265,1074
164872207265,1130
164872207265,1434
164872207265,2804
164872207265,3350
164872207265,4182
164872207265,4470
165187200661,3534
165187200661,4148
165187200662,558
165187200662,774
165187200662,3066
165187200662,3128
165187200662,3638
165187200662,4274
165187200662,4928
165187200663,128
165187200663,600
165187200663,2126
165187200663,2352
165187200663,4260
165187200663,4692
165187200664,420
165187200664,1496
165187200664,2334
165187200664,2366
165187200664,3054
165187200664,3348
165187200664,3468
165339117253,720
165339117253,858
165339117253,1560
165339117253,2112
165339117253,2402
165339117253,3756
165339117253,3932
