main_star_n,gap_k
81094362269,134
81094362269,2124
81094362269,2684
81094362269,3828
81094362269,3990
81094362269,4376
81094362270,810
81094362270,1848
81094362270,1910
81094362270,2564
81094362270,3140
81132554616,872
81132554616,1314
81132554616,1488
81132554616,1980
81132554616,2012
81132554616,2144
81132554616,2484
81132554617,1428
81132554617,1488
81132554617,3434
81132554617,3534
81132554617,3606
81132554617,4368
81132554619,194
81132554619,710
81132554619,1218
81132554619,1416
81205919974,336
81205919974,3194
81205919975,542
81205919975,1644
81205919975,3080
81205919975,3464
81205919976,1920
81205919976,1950
81205919976,3348
81205919976,3380
81205919976,3978
81205919977,1220
81205919977,2090
81205919977,2636
81205919977,2838
81205919977,3804
81227898774,2928
81227898775,1380
81227898775,2132
81227898776,780
81227898776,872
81227898776,1290
81227898776,3204
81227898776,3468
81227898777,2064
81227898777,2078
81432856965,242
81432856965,3180
81432856965,3840
81432856965,4020
81432856967,770
81432856967,3350
81432856967,4058
81432856967,4524
81432856967,4598
81490464705,272
81490464705,684
81490464705,3920
81490464705,4020
81490464706,32
81490464706,1190
81490464706,2258
81490464706,3798
81490464706,3990
81490464706,4368
81490464707,3930
81490464708,2646
81490464708,3800
81807931841,20
81807931841,2724
81807931841,2988
81807931841,3770
81807931841,4538
81807931842,986
81807931842,4034
81807931843,108
81807931843,678
81807931843,2228
81807931843,2342
81807931844,384
81807931844,464
81807931844,608
81807931844,1868
81807931844,1986
81807931844,2364
81807931844,3038
81807931844,4926
81897209816,74
81897209816,732
81897209816,2162
81897209816,2624
81897209816,3284
81897209816,3830
81897209816,4740
81897209817,506
81897209817,3660
81897209817,3836
81897209817,4260
81897209818,716
81897209818,948
81897209818,1190
81897209818,3216
81897209818,3782
81897209819,464
81897209819,1620
81897209819,3216
81990544173,288
81990544173,1308
81990544173,2072
81990544173,3626
81990544174,2420
81990544174,3258
81990544175,398
81990544175,648
81990544175,4200
81990544175,4718
81990544176,522
81990544176,3054
82181807479,3486
82181807479,4928
82181807480,1308
82181807480,1374
82181807480,3248
82181807481,1094
82181807481,4188
82181807481,4964
82181807482,954
82181807482,1580
82181807482,2340
82181807482,2940
82181807482,4064
82522163871,240
82522163871,572
82522163871,888
82522163871,4394
82522163871,4494
82522163872,978
82522163872,1554
82522163872,1944
82522163872,3050
82522163873,2528
82522163873,4646
82522163873,4782
82522163874,98
82522163874,2048
82522163874,2106
82522163874,2744
82522163874,4106
82522163874,4160
82522310183,402
82522310183,2280
82522310183,3930
82522310184,36
82522310184,1068
82522310184,1106
82522310184,1640
82522310184,2940
82522310185,888
82522310185,1580
82522310185,2372
82522310185,3488
82522310185,3888
82522310186,1640
82522310186,2364
82522310186,2820
82522310186,3110
82522310186,3170
82522310186,3188
82522310186,4232
82563276016,3414
82563276017,2246
82563276017,2616
82563276017,4046
82563276017,4436
82563276018,270
82563276018,1022
82563276018,1910
82563276018,3072
82563276018,3336
82563276018,4932
82563276019,606
82563276019,1578
82563276019,2954
82563276019,3468
82563276019,3596
82563276019,3630
82563276019,4226
82563276019,4470
83548628339,984
83548628339,1154
83548628339,1910
83548628339,2888
83548628339,3236
83548628339,3260
83548628339,4140
83548628340,3068
83548628340,3248
83548628340,3800
83548628341,1112
83548628341,2790
83548628342,1310
83548628342,3306
83548628342,4298
83702501805,2528
83702501805,3068
83702501805,4704
83702501806,714
83702501806,1628
83702501806,2544
83702501806,3398
83702501806,4332
83702501807,564
83702501807,998
83702501807,1206
83702501807,2004
83702501808,1092
83702501808,2442
83702501808,3180
83918295196,3140
83918295196,3458
83918295196,4482
83918295197,1520
83918295198,270
83918295198,290
83918295198,590
83918295198,2760
83918295198,4238
83918295198,4770
83918295199,3164
83918295199,4586
84440673564,2910
84440673564,3926
84440673564,4436
84440673564,4806
84440673564,4908
84440673565,3980
84440673565,4868
84440673566,98
84440673566,1370
84440673566,3494
84440673566,5000
84440673567,740
84440673567,1440
84440673567,2090
84440673567,3528
84440673567,4160
84710961261,1130
84710961262,1566
84710961262,2024
84710961262,3026
84710961262,3590
84710961262,4328
84710961263,992
84710961263,2540
84710961264,348
84710961264,1196
84710961264,3296
84710961264,3848
84710961264,4004
84928199293,3558
84928199293,3660
84928199294,294
84928199294,474
84928199294,2616
84928199294,3360
84928199294,3638
84928199295,554
84928199295,1598
84928199295,1992
84928199295,2070
84928199295,2942
84928199295,3740
84928199296,2658
85058335663,2030
85058335663,2880
85058335663,4080
85058335663,4626
85058335663,4956
85058335664,378
85058335664,524
85058335664,558
85058335664,606
85058335664,1050
85058335664,1448
85058335664,2636
85058335664,2936
85058335664,4956
85058335665,338
85058335665,788
85058335665,1062
85058335665,2178
85058335665,3038
85058335665,4340
85058335666,1074
85058335666,1608
85058335666,1652
85058335666,1952
85058335666,2930
85058335666,3050
85058335666,4232
85068264638,168
85068264638,426
85068264638,1502
85068264638,1658
85068264638,4346
85068264639,308
85068264639,444
85068264639,600
85068264639,756
85068264639,3108
85068264639,3716
85068264640,2714
85068264640,4958
85068264641,44
85068264641,794
85068264641,3962
85068264641,4274
85521151294,426
85521151294,1640
85521151294,1938
85521151295,798
85521151295,1952
85521151295,2342
85521151295,3374
85521151296,1664
85521151296,4524
85521151297,276
85521151297,3908
85852668947,1496
85852668947,1746
85852668947,2664
85852668947,4070
85852668947,4314
85852668947,4596
85852668947,4608
85852668947,4886
85852668948,170
85852668948,1818
85852668949,338
85852668949,734
85852668949,3198
85852668949,4916
85852668950,1724
85852668950,1764
85852668950,1812
85852668950,1880
85852668950,1908
85852668950,2048
85852668950,2172
86178377841,2582
86178377841,2694
86178377841,2792
86178377841,2894
86178377841,3174
86178377841,4214
86178377842,710
86178377842,3656
86178377842,4740
86178377843,3408
86178377843,3986
86178377844,1800
86178377844,1994
86178377844,3254
86178377844,3528
86178377844,4880
86644629583,690
86644629583,992
86644629583,1470
86644629584,1596
86644629584,2090
86644629584,2570
86644629584,2636
86644629584,3098
86644629584,4736
86644629585,698
86644629585,2118
86644629585,3294
86644629585,3920
86644629585,4052
86644629585,4230
86644629585,4412
86644629585,4562
86644629585,4844
86644629585,4850
86644629586,218
86644629586,584
86644629586,884
86644629586,1170
86644629586,1440
86644629586,3650
86644629586,3792
86644629586,4992
86724695576,2364
86724695576,3012
86724695577,104
86724695577,954
86724695577,2168
86724695577,2660
86724695577,3798
86724695578,1770
86724695578,3306
86724695578,3422
86724695578,3546
86724695578,4436
86724695579,204
86724695579,1508
86724695579,2100
86724695579,3180
86724695579,3246
86950703531,384
86950703531,662
86950703531,858
86950703531,924
86950703531,1352
86950703531,3120
86950703532,464
86950703532,1250
86950703533,146
86950703533,4508
86950703534,188
86950703534,2076
86950703534,3024
86950703534,3270
86950703534,3648
86950703534,3950
86950703534,4290
87072590030,470
87072590030,1362
87072590030,2100
87072590030,2142
87072590030,3102
87072590031,284
87072590031,1584
87072590031,2390
87072590031,3384
87072590032,3420
87072590032,3446
87072590032,4056
87072590032,4674
87072590033,662
87072590033,2940
87072590033,3638
87072590033,3828
87072590033,4790
87170648704,1260
87170648704,1404
87170648704,2856
87170648705,2622
87170648705,2954
87170648705,4728
87170648706,44
87170648706,720
87170648706,878
87170648707,420
87170648707,2634
87170648707,3408
87170648707,3648
87170648707,4668
87170648707,4904
87344272124,656
87344272124,678
87344272124,1098
87344272124,2526
87344272124,3920
87344272125,600
87344272126,2912
87344272126,3138
87344272126,3632
87344272126,3992
87344272127,66
87344272127,90
87344272127,3740
87344272127,3780
87364378511,2892
87364378511,3678
87364378512,206
87364378512,938
87364378512,980
87364378512,2060
87364378513,132
87364378513,320
87364378513,2036
87364378513,3000
87364378513,3296
87364378513,4412
87364378514,548
87438247775,390
87438247775,3050
87438247775,4308
87438247775,4784
87438247776,1274
87438247777,50
87438247777,1448
87438247777,3858
87438247777,4268
87438247777,4646
87438247778,96
87438247778,1826
87438247778,2798
87438247778,3390
87438247778,4368
87452447516,272
87452447516,2174
87452447516,2772
87452447516,3330
87452447517,86
87452447517,168
87452447517,840
87452447517,2270
87452447518,698
87452447518,782
87452447518,1166
87534173136,2138
87534173137,450
87534173137,486
87534173137,1946
87534173137,3008
87534173137,3020
87534173137,3048
87534173137,4188
87534173138,788
87534173138,2930
87534173138,4202
87534173139,1130
87534173139,2688
87534173139,2754
87534173139,3854
87534173139,4448
88000750393,2168
88000750393,2618
88000750393,3042
88000750393,4848
88000750394,1058
88000750394,1086
88000750394,1556
88000750394,1688
88000750394,4224
88000750394,4430
88000750394,4698
88000750394,4796
88000750395,494
88000750395,1362
88000750395,1494
88000750395,1652
88000750395,3440
88000750395,4778
88000750395,4872
88000750395,4892
88000750396,60
88000750396,272
88000750396,3474
88000750396,3752
88000750396,3798
88225100466,1422
88225100466,2004
88225100466,2268
88225100466,2528
88225100466,3390
88225100466,4512
88225100467,1550
88225100467,1634
88225100467,2970
88225100467,4854
88225100468,3146
88225100468,3546
88225100468,4100
88225100468,4800
88225100468,4826
88225100469,1140
88225100469,2078
88225100469,2100
88225100469,3380
88549537599,380
88549537599,486
88549537599,1620
88549537599,1664
88549537599,2726
88549537599,3296
88549537599,4358
88549537599,4440
88549537599,4998
88549537600,1358
88549537600,1814
88549537600,2192
88549537600,2618
88549537600,3740
88549537601,1874
88549537601,2282
88549537601,2960
88549537601,3198
88549537602,488
88549537602,740
88549537602,2030
88549537602,4286
88549537602,4766
88701334800,920
88701334800,1484
88701334800,2258
88701334800,3168
88701334800,4860
88701334801,1202
88701334801,1248
88701334801,4094
88701334801,4500
88701334801,4524
88701334802,2106
88701334802,2558
88701334803,540
88701334803,1028
88701334803,1290
88701334803,1752
88701334803,1758
88701334803,1868
88701334803,2400
88701334803,2970
88701334803,4142
88701334803,4472
88701334803,4518
88779247373,690
88779247373,968
88779247373,1448
88779247373,1910
88779247373,4406
88779247373,4862
88779247374,1304
88779247374,1604
88779247374,1784
88779247374,2084
88779247374,3290
88779247375,852
88779247375,4140
88779247376,740
88779247376,3194
88779247376,3722
88870530998,926
88870530998,1172
88870530998,1496
88870530998,2798
88870530998,3330
88870530998,3926
88870530999,3938
88870531000,1778
88870531000,2052
88870531000,2982
88870531000,3494
88870531000,4422
89170676253,2322
89170676253,2660
89170676253,2798
89170676254,200
89170676254,798
89170676254,1488
89170676254,1734
89170676254,1950
89170676254,4026
89170676255,240
89170676255,1368
89170676255,1658
89170676255,2424
89170676255,3080
89170676255,3794
89170676256,3362
89170676256,4892
89170676256,4958
89327920763,206
89327920763,1776
89327920763,2696
89327920763,3180
89327920763,4406
89327920764,860
89327920764,1806
89327920764,2006
89327920764,4214
89327920765,338
89327920765,2748
89327920765,4710
89327920766,440
89327920766,480
89327920766,2124
89327920766,3042
89327920766,3462
89327920766,3828
89327920766,4034
89697718770,282
89697718770,1878
89697718770,2220
89697718770,2240
89697718770,2258
89697718770,4922
89697718771,2672
89697718771,3384
89697718771,4094
89697718771,4602
89697718771,4640
89697718772,36
89697718772,2238
89697718772,3716
89697718772,4236
89697718773,62
89697718773,426
89697718773,462
90120216580,212
90120216580,1554
90120216580,1614
90120216580,2622
90120216580,2762
90120216580,2772
90120216580,3564
90120216580,3668
90120216580,3690
90120216580,4422
90120216580,4572
90120216580,4932
90120216581,278
90120216581,2172
90120216581,2670
90120216581,2694
90120216581,3204
90120216581,3314
90120216582,108
90120216582,860
90120216583,332
90120216583,2540
90127223577,120
90127223577,678
90127223577,756
90127223577,1268
90127223577,1386
90127223577,1434
90127223577,1526
90127223577,4730
90127223578,98
90127223578,132
90127223578,992
90127223578,4518
90127223579,168
90127223579,1544
90127223579,1974
90127223579,2226
90127223579,3800
90127223579,4580
90127223579,4634
90127223579,4940
90127223580,522
90127223580,2624
90127223580,3980
90247182065,1952
90247182065,4944
90247182066,314
90247182066,644
90247182066,2144
90247182066,2718
90247182066,2924
90247182066,3080
90247182066,4172
90247182066,4424
90247182067,1034
90247182067,4484
90247182067,4778
90247182068,480
90247182068,816
90247182068,1868
90247182068,3078
90247182068,3188
90756107910,1044
90756107910,2204
90756107910,2318
90756107910,2372
90756107910,3548
90756107910,4862
90756107911,432
90756107911,4272
90756107912,1026
90756107912,1986
90756107912,2204
90756107912,3218
90756107912,3770
90756107912,4568
90756107912,4884
90756107913,998
91592273385,224
91592273385,960
91592273385,1770
91592273386,3374
91592273387,3470
91592273388,216
91592273388,2700
91592273388,2856
91718694462,114
91718694462,794
91718694462,1526
91718694462,2438
91718694462,4694
91718694463,1452
91718694463,2316
91718694463,2372
91718694463,3300
91718694463,3858
91718694463,4628
91718694463,4968
91718694464,1680
91718694464,2174
91718694465,320
91718694465,1530
91718694465,1692
92159918264,674
92159918264,686
92159918264,2310
92159918264,4254
92159918265,1874
92159918265,2568
92159918265,2708
92159918265,2928
92159918265,4034
92159918265,4254
92159918266,282
92159918266,410
92159918266,588
92159918266,1062
92159918266,3492
92159918267,344
92159918267,2460
92159918267,3096
92159918267,3236
92159918267,3710
92159918267,4268
92159918267,4920
92159918267,4926
92214146477,590
92214146477,1490
92214146477,3770
92214146478,1100
92214146478,3920
92214146478,4496
92214146478,4718
92214146479,96
92214146479,740
92214146479,2736
92214146479,3258
92214146479,3288
92214146479,4298
92214146480,1554
92214146480,2702
92285900374,374
92285900374,3314
92285900374,4086
92285900375,1274
92285900375,2712
92285900375,2750
92285900375,3932
92285900376,2090
92285900376,4094
92285900377,426
92285900377,1124
92285900377,3428
92581796260,278
92581796260,4412
92581796260,4974
92581796261,902
92581796261,1704
92581796261,1944
92581796261,1998
92581796261,2358
92581796261,4100
92581796261,4302
92581796261,4304
92581796262,366
92581796262,530
92581796262,624
92581796262,1454
92581796262,1650
92581796262,2780
92581796262,4460
92581796262,4556
92581796262,4686
92581796263,222
92581796263,786
92581796263,1386
92581796263,1868
92581796263,2790
92581796263,3252
92907320364,558
92907320364,1494
92907320364,1658
92907320364,4058
92907320365,2478
92907320365,3428
92907320365,3540
92907320365,4512
92907320366,2652
92907320366,3248
92907320366,3614
92907320366,4814
92907320367,1376
92907320367,1790
92907320367,2466
92907320367,2684
92907320367,2880
92907320367,5000
93003063818,1080
93003063818,4770
93003063818,4952
93003063819,4356
93003063819,4710
93003063820,1322
93003063820,3704
93003063820,4032
93003063820,4878
93003063821,338
93003063821,798
93003063821,840
93003063821,1392
93003063821,3134
93003063821,4038
93003063821,4134
93134573698,1440
93134573698,2546
93134573698,4440
93134573699,8
93134573699,726
93134573700,1538
93134573700,3378
93134573700,4830
93134573701,362
93134573701,2712
93134573701,4214
93134573701,4692
93175678446,1358
93175678446,1424
93175678446,2634
93175678446,3554
93175678447,776
93175678447,2508
93175678448,2036
93175678448,3498
93175678448,4118
93175678449,2874
93175678449,3626
93818735711,564
93818735711,1908
93818735711,2292
93818735711,3534
93818735711,4944
93818735712,50
93818735712,1820
93818735712,2564
93818735712,3288
93818735713,1112
93818735713,1518
93818735714,426
93818735714,1938
93818735714,2288
93818735714,3078
93818735714,4146
93818735714,4826
93818735714,4886
93927206077,278
93927206077,590
93927206077,1004
93927206077,4800
93927206078,158
93927206078,278
93927206078,2330
93927206078,2616
93927206078,2840
93927206078,3660
93927206078,3822
93927206079,1188
93927206079,1446
93927206079,2810
93927206079,3420
93927206079,4308
93927206079,4368
93927206079,4674
93927206080,2054
93927206080,2448
93927206080,2580
93927206080,3194
93927206080,3360
93927206080,3740
93927206080,4652
94039728985,210
94039728985,2532
94039728985,2814
94039728986,1244
94039728986,3348
94039728986,3548
94039728986,3600
94039728987,1554
94039728987,3176
94039728987,4238
94039728987,4914
94039728988,186
94039728988,3008
94112206037,84
94112206037,4046
94112206038,2238
94112206038,2826
94112206038,3062
94112206039,2436
94112206039,3600
94112206040,1010
94112206040,1430
94112206040,1728
94112206040,1964
94332214979,524
94332214979,2330
94332214979,2858
94332214979,4320
94332214980,654
94332214980,660
94332214980,4410
94332214981,608
94332214981,2810
94332214981,3360
94332214981,3740
94332214982,68
94332214982,446
94332214982,1760
94332214982,3260
94332214982,3630
94332214982,4448
95238649217,110
95238649217,1530
95238649217,1698
95238649217,3980
95238649218,1050
95238649218,4692
95238649218,4722
95238649219,594
95238649219,1704
95238649219,3000
95238649219,4058
95519945974,846
95519945974,2130
95519945974,2256
95519945974,2978
95519945974,4860
95519945975,462
95519945975,512
95519945975,4202
95519945976,828
95519945976,2762
95519945976,2828
95519945976,3510
95519945976,3990
95519945977,3216
95519945977,4160
95519945977,4338
95681300394,2804
95681300394,2960
95681300394,3048
95681300394,3846
95681300396,1694
95681300396,3174
95681300396,3408
95681300397,2096
95681300397,2130
95681300397,3006
95922284038,1508
95922284038,1910
95922284038,2228
95922284038,4098
95922284038,4316
95922284038,4406
95922284039,2090
95922284040,324
95922284040,428
95922284040,1170
95922284040,1350
95922284040,3098
95922284040,3254
95922284040,4772
95922284041,1448
95922284041,1584
95922284041,2742
96254651397,1686
96254651397,2744
96254651397,3950
96254651397,4316
96254651398,1518
96254651398,2106
96254651398,2436
96254651398,3822
96254651398,4818
96254651399,644
96254651399,714
96254651399,2130
96254651399,2360
96254651399,2480
96254651399,2766
96254651399,3120
96254651399,4796
96254651400,1242
96254651400,1400
96254651400,2978
96254651400,3012
96254651400,4484
96361653066,2904
96361653066,4272
96361653067,1986
96361653067,2606
96361653067,3006
96361653067,3048
96361653068,1286
96361653068,1632
96361653068,3536
96361653068,4608
96361653069,60
96361653069,368
96361653069,390
96361653069,1934
96411495580,122
96411495580,980
96411495580,1362
96411495581,564
96411495581,1854
96411495581,3134
96411495582,2004
96411495582,2130
96411495582,2558
96411495583,866
96411495583,1286
96411495583,3356
96509865208,878
96509865208,2072
96509865208,2562
96509865208,2852
96509865209,324
96509865209,1560
96509865209,1710
96509865209,3558
96509865209,4160
96509865210,558
96509865210,3330
96509865210,3470
96509865210,4640
96509865211,882
96509865211,1734
96509865211,2288
96509865211,2840
96509865211,2994
96509865211,4268
96509865211,4370
96509865211,4578
96680703338,1442
96680703338,3572
96680703339,1316
96680703339,3548
96680703339,3624
96680703339,4416
96680703339,4616
96680703340,1478
96680703340,2964
96680703341,1550
96680703341,4514
96694304307,258
96694304307,1266
96694304307,2976
96694304307,3506
96694304308,2268
96694304308,2882
96694304308,3042
96694304308,3698
96694304309,1068
96694304309,1466
96694304309,1484
96694304309,1796
96694304309,2684
96694304309,2744
96694304309,2958
96694304309,4500
96694304309,4616
96694304310,3774
96726037844,1136
96726037844,3354
96726037844,3764
96726037844,3938
96726037844,4680
96726037845,492
96726037845,602
96726037845,908
96726037845,1818
96726037845,2544
96726037845,3000
96726037846,2222
96726037846,3180
96726037846,3684
96726037846,4980
96726037847,810
96726037847,3486
96726037847,4974
97275115576,218
97275115576,792
97275115576,1010
97275115576,1038
97275115576,3350
97275115577,1088
97275115577,2138
97275115577,2546
97275115577,3684
97275115577,4280
97275115578,426
97275115578,678
97275115578,962
97275115578,2252
97275115578,3692
97275115579,56
97275115579,66
97275115579,1188
97275115579,2144
97275115579,3086
97275115579,3630
97275115579,3678
97275115579,4364
97868110949,4758
97868110950,354
97868110950,440
97868110950,494
97868110950,1760
97868110950,2310
97868110950,2460
97868110950,4370
97868110951,240
97868110951,1122
97868110951,1682
97868110951,1694
97868110951,2070
97868110951,2834
97868110951,2904
97868110952,558
97868110952,1700
97868110952,2820
97868110952,3266
97868110952,3684
97868110952,4190
99025879256,312
99025879256,1188
99025879256,2282
99025879256,3240
99025879256,3894
99025879257,680
99025879257,798
99025879257,1326
99025879257,3440
99025879258,1248
99025879258,1448
99025879258,1620
99025879258,1710
99025879258,2222
99025879258,3122
99025879258,4700
99025879259,2198
99025879259,2280
99025879259,2328
99025879259,2454
99025879259,4034
99025879259,4130
99025879259,4268
99025879259,4290
99025879259,4950
99205436226,1700
99205436226,4052
99205436227,764
99205436227,774
99205436227,840
99205436227,1058
99205436227,1850
99205436227,2970
99205436227,3788
99205436227,4116
99205436228,60
99205436228,3218
99205436228,3302
99205436228,4032
99205436229,218
99205436229,4626
99257692051,278
99257692051,734
99257692051,1010
99257692051,1592
99257692051,3458
99257692051,3794
99257692051,4190
99257692051,4220
99257692051,4728
99257692052,884
99257692052,1028
99257692052,2636
99257692052,3804
99257692053,720
99257692053,1572
99257692053,2412
99257692053,2960
99257692053,4082
99257692054,2370
99257692054,3036
101117813255,1130
101117813255,2798
101117813255,2864
101117813255,4290
101117813256,282
101117813257,474
101117813257,960
101117813257,1044
101117813257,2336
101117813257,3126
101117813258,200
101117813258,828
101117813258,3468
101117813258,3932
101117813258,4328
101226256473,1526
101226256473,1752
101226256473,2816
101226256473,3002
101226256473,3086
101226256474,1484
101226256474,2478
101226256474,3740
101226256474,4074
101226256475,1404
101226256475,1934
101226256475,2814
101226256475,3260
101226256475,3404
101226256476,662
101226256476,1002
101226256476,2090
101226256476,3110
101226256476,3158
101226256476,4464
101726838873,960
101726838873,2732
101726838873,3438
101726838873,3696
101726838873,4650
101726838874,296
101726838874,1374
101726838874,1724
101726838874,2580
101726838874,2918
101726838874,2946
101726838874,3636
101726838874,4130
101726838875,44
101726838875,2750
101726838875,3732
101726838875,3942
101726838876,1040
101726838876,2760
101726838876,2924
101726838876,3294
101726838876,4010
101932808352,258
101932808352,758
101932808352,1356
101932808352,2910
101932808352,2984
101932808352,4548
101932808353,1640
101932808353,2898
101932808353,3120
101932808353,3572
101932808353,3926
101932808354,594
101932808354,1286
101932808354,2190
101932808354,3306
101932808354,4544
101932808354,4584
101932808355,210
101932808355,258
101932808355,3470
101932808355,3492
101932808355,4700
102037623801,80
102037623801,212
102037623801,1280
102037623801,3822
102037623801,3848
102037623801,3912
102037623801,4650
102037623802,246
102037623802,2010
102037623802,2136
102037623803,230
102037623803,2712
102037623803,3206
102037623803,4232
102037623803,4616
102037623803,4898
102037623804,464
102037623804,1616
102267860300,114
102267860300,740
102267860300,1232
102267860300,1262
102267860300,1878
102267860300,2264
102267860300,2754
102267860300,4262
102267860300,4604
102267860301,108
102267860301,1322
102267860301,2880
102267860301,3050
102267860301,4310
102267860302,566
102267860302,1728
102267860302,4674
102267860303,542
102267860303,842
102267860303,1346
102267860303,2760
102267860303,2942
102267860303,3038
103376065808,3300
103376065808,4172
103376065809,254
103376065809,536
103376065809,818
103376065809,2360
103376065809,2954
103376065809,3588
103376065810,650
103376065810,2628
103376065811,890
103376065811,1592
103376065811,2204
103376065811,2282
103376065811,2448
103376065811,3024
103376065811,3374
103396228638,1472
103396228638,3726
103396228639,336
103396228639,1050
103396228639,3410
103396228639,4160
103396228640,1344
103396228640,1500
103396228640,3072
103396228640,4160
103396228641,1490
103396228641,1922
103396228641,2324
103396228641,4740
103957400502,180
103957400502,756
103957400502,1770
103957400502,2576
103957400502,2610
103957400502,3876
103957400503,6
103957400503,206
103957400503,2756
103957400503,2996
103957400503,4416
103957400504,54
103957400504,2076
103957400504,2160
103957400504,2904
103957400504,3758
103957400505,174
103957400505,572
103957400505,1670
103957400505,1712
103957400505,2592
103957400505,2600
103957400505,2912
103957400505,3254
103957400505,3950
103957400505,4818
104486576750,1172
104486576750,2684
104486576750,2708
104486576750,2760
104486576750,3612
104486576750,4164
104486576751,30
104486576751,1332
104486576751,3050
104486576751,3494
104486576751,3600
104486576752,3716
104486576753,770
104486576753,1020
104486576753,1688
104486576753,1902
104486576753,2010
104504127917,338
104504127917,1836
104504127917,3918
104504127918,626
104504127918,1346
104504127918,2156
104504127918,2258
104504127919,866
104504127919,1908
104504127919,4386
104504127920,1238
104504127920,1892
104504127920,1974
104504127920,3764
104504127920,3990
105053774425,780
105053774425,920
105053774425,1008
105053774425,2364
105053774425,4770
105053774426,278
105053774426,1628
105053774426,2532
105053774426,3464
105053774426,3684
105053774426,3770
105053774426,3912
105053774427,1160
105053774427,2156
105053774427,2994
105053774427,4464
105053774428,402
105053774428,1248
105053774428,3758
105053774428,4770
105164813266,384
105164813266,408
105164813266,1710
105164813266,1854
105164813266,3564
105164813266,3572
105164813266,3984
105164813266,4230
105164813267,278
105164813267,948
105164813267,1274
105164813267,1328
105164813267,1790
105164813267,2228
105164813267,4038
105164813268,218
105164813268,1910
105164813268,4562
105164813269,276
105164813269,474
105164813269,878
105164813269,2726
105164813269,3318
105164813269,3968
105164813269,4590
105248284595,1128
105248284596,1638
105248284597,408
105248284597,1878
105248284597,3168
105463974581,18
105463974581,224
105463974581,1188
105463974581,4508
105463974582,264
105463974582,950
105463974582,1796
105463974582,4464
105463974583,2150
105463974583,4190
105463974584,6
105463974584,258
105463974584,1110
105463974584,2246
105618030431,2148
105618030431,2292
105618030431,3452
105618030432,368
105618030432,1658
105618030432,2124
105618030432,2450
105618030433,158
105618030433,306
105618030433,2036
105618030433,3168
105618030434,66
105618030434,1290
105618030434,1320
105618030434,4920
105950863709,228
105950863709,1424
105950863709,2618
105950863709,4916
105950863710,1034
105950863710,4260
105950863711,18
105950863711,1958
105950863711,2252
105950863711,3210
105950863711,3530
105950863711,4092
105950863712,740
105950863712,1278
105950863712,1494
105950863712,1980
106128313306,1938
106128313306,4028
106128313307,368
106128313307,3246
106128313307,4118
106128313307,5000
106128313308,132
106128313308,152
106128313308,870
106128313308,1610
106128313308,2382
106128313308,2880
106128313308,3078
106128313308,4596
106128313309,780
106128313309,2730
106128313309,3446
106168717370,722
106168717370,1610
106168717370,3294
106168717371,698
106168717371,2928
106168717371,3002
106168717371,3518
106168717372,1220
106168717372,1514
106168717372,1808
106168717372,1958
106168717372,2000
106168717372,2144
106168717372,2414
106168717372,2970
106168717372,4478
106168717373,776
106168717373,1152
106168717373,2118
106168717373,2366
106168717373,3048
106168717373,3938
106168717373,4482
106451271265,80
106451271265,632
106451271265,1220
106451271265,4020
106451271266,170
106451271266,1428
106451271266,2862
106451271266,4058
106451271266,4770
106451271266,4902
106451271267,146
106451271267,384
106451271267,786
106451271267,4076
106451271267,4616
106451271267,4914
106451271268,1680
106451271268,3842
106849203495,242
106849203495,618
106849203495,1040
106849203495,4734
106849203496,368
106849203496,572
106849203496,782
106849203496,1328
106849203496,2970
106849203497,678
106849203497,954
106849203497,3834
106849203498,506
106849203498,846
106849203498,1920
106849203498,2100
106849203498,2330
106849203498,3812
106849203498,4776
107055268648,1062
107055268648,1568
107055268648,1580
107055268648,1688
107055268648,2118
107055268649,1050
107055268649,1088
107055268649,2124
107055268649,2628
107055268649,3866
107055268650,248
107055268650,390
107055268650,2438
107055268651,362
107055268651,732
107055268651,3192
107055268651,4088
107055268651,4242
107094700716,1778
107094700716,2060
107094700716,2124
107094700716,2714
107094700716,3260
107094700716,3840
107094700717,4676
107094700718,542
107094700718,1232
107094700718,2636
107094700718,3246
107094700719,684
107094700719,2790
107094700719,2910
107094700719,3914
107094700719,3956
107094700719,4274
107094700719,4836
107094700719,4964
107108214622,384
107108214622,2970
107108214622,4706
107108214623,476
107108214623,2142
107108214623,2298
107108214623,2352
107108214623,2648
107108214623,4098
107108214623,4590
107108214623,4850
107108214624,1868
107108214624,2510
107108214624,3036
107108214624,3660
107108214624,3944
107108214625,110
107108214625,114
107108214625,182
107108214625,872
107108214625,1524
107108214625,1878
107108214625,2262
107108214625,3102
107163255221,224
107163255221,644
107163255221,4532
107163255222,1890
107163255222,4050
107163255223,458
107163255223,528
107163255223,1610
107163255223,2952
107163255223,3906
107163255223,4382
107163255224,176
107163255224,560
107163255224,980
107163255224,1244
107163255224,2856
107163255224,3738
107163255224,3824
107163255224,4214
107707905675,420
107707905675,1584
107707905675,2358
107707905675,2934
107707905675,2952
107707905675,4674
107707905676,2642
107707905676,3990
107707905677,1334
107707905677,2508
107707905677,2736
107707905678,2148
107707905678,2438
107707905678,2738
107707905678,3962
107707905678,4568
108219662789,2048
108219662789,3198
108219662789,3600
108219662789,3764
108219662790,1848
108219662790,2798
108219662790,3114
108219662790,3398
108219662790,4794
108219662791,284
108219662791,638
108219662791,1502
108219662791,2244
108219662791,3780
